1       0       21
2       21      98
3       119     209 
4       328     345 
5       673     503 
6       1176    679 
7       1855    872 
8       2727    1081
9       3808    1304
10      5112    1540
11      6652    1790
12      8442    2051
13      10493   2325
14      12818   2609
15      15427   2904
16      18331   3210
17      21541   3525
18      25066   3851
19      28917   4185
20      33102   4528
21      37630   4882
22      42512   5243
23      47755   5613
24      53368   5992
25      59360   6378
26      65738   6772
27      72510   7175
28      79685   7584
29      87269   8002
30      95271   8426
31      103697  8859
32      112556  9298
33      121854  9744
34      131598  10197
35      141795  10658
36      152453  11124
37      163577  11597
38      175174  12077
39      187251  12563
40      199814  13056
41      212870  13555
42      226425  14060
43      240485  14571
44      255056  15089
45      270145  15611
46      285756  16141
47      301897  16676
48      318573  17217
49      335790  17763
50      353553  18316
51      371869  18873
52      390742  19437
53      410179  20005
54      430184  20580
55      450764  21159
56      471923  21745
57      493668  22335
58      516003  22930
59      538933  23531
60      562464  24137
61      586601  24748   
62      611349  25364   
63      636713  25986   
64      662699  26611   
65      689310  27243   
66      716553  27878   
67      744431  28520
68      772951  29165
69      802116  29815
70      831931  30471
71      862402  31131
72      893533  31796
73      925329  32465
74      957794  33139
75      990933  33817
76      1024750 34501
77      1059251 35188
78      1094439 35881
79      1130320 36577
80      1166897 37278
81      1204175 37984
82      1242159 38694
83      1280853 39409
84      1320262 40127
85      1360389 40850
86      1401239 41577
87      1442816 42309
88      1485125 43044
89      1528169 43785
90      1571954 44529
91      1616483 45277
92      1661760 46030
93      1707790 46786
94      1754576 47547
95      1802123 48312
96      1850435 49081
97      1899516 49853
98      1949369 50631
99      2000000 --
