1       0       32
2       32      146
3       178     314
4       492     518
5       1010    754
6       1764    1018
7       2782    1309
8       4091    1621
9       5712    1956
10      7668    2310
11      9978    2685
12      12663   3077
13      15740   3487
14      19227   3914
15      23141   4356
16      27497   4814
17      32311   5288
18      37599   5776
19      43375   6277
20      49652   6794
21      56446   7322
22      63768   7865
23      71633   8420
24      80053   8987
25      89040   9567
26      98607   10158
27      108765  10762
28      119527  11376
29      130903  12003
30      142906  12640
31      155546  13288
32      168834  13947
33      182781  14616
34      197397  15296
35      212693  15986
36      228679  16686
37      245365  17396
38      262761  18115
39      280876  18845
40      299721  19584
41      319305  20333
42      339638  21090
43      360728  21856
44      382584  22633
45      405217  23418
46      428635  24211
47      452846  25014
48      477860  25825
49      503685  26645
50      530330  27473
51      557803  28310
52      586113  29155
53      615268  30008
54      645276  30870
55      676146  31739
56      707885  32617
57      740502  33502
58      774004  34396
59      808400  35296
60      843696  36206
61      879902  37122
62      917024  38046
63      955070  38978
64      994048  39917
65      1033965 40864
66      1074829 41818
67      1116647 42779
68      1159426 43748
69      1203174 44723
70      1247897 45706
71      1293603 46697
72      1340300 47693
73      1387993 48697
74      1436690 49709
75      1486399 50726
76      1537125 51751
77      1588876 52783
78      1641659 53821
79      1695480 54866
80      1750346 55917
81      1806263 56976
82      1863239 58041
83      1921280 59113
84      1980393 60190
85      2040583 61275
86      2101858 62366
87      2164224 63463
88      2227687 64567
89      2292254 65677
90      2357931 66793
91      2424724 67916
92      2492640 69044
93      2561684 70180
94      2631864 71321
95      2703185 72467
96      2775652 73622
97      2849274 74780
98      2924054 75946
99      3000000 --
